movie,reviews,results,gender,age,country
2,"I have loved this movie since I first saw it in 1979. I'm still amazed at how accurately Kurt Russell portrays Elvis, right down to how he moves and the expressions on his face. Sometimes its scary how much he looks, acts, and talks like the real Elvis. Thankfully this is being released on DVD, so all of us that have been waiting can finally have an excellent quality version of the full length film. I have heard the detractors, who say that there are some inaccuracies, or some things left out, but I think that keeping in mind that John Carpenter only had about 2 1/2 hours to work with, and that this was being shown on television (just two years after Elvis's death!) that he did a fine job with this. In fact I haven't seen another Elvis movie that even comes close to this one. Highly recommended.",1,Male,55,Europe
1,"A pale shadow of a great musical, this movie suffers from the fact that the director, Richard Attenborough, completely misses the point of the musical, needlessly ""opens"" it up, and muddies the thrust of the play. The show is about a group of dancers auditioning for a job in a B'way musical and examines their drive & desire to work in this demanding and not-always-rewarding line of work. Attenborough gives us a fresh-faced cast of hopefuls, assuming that they are trying to get their ""big break"" in show business, rather than presenting the grittier mix of characters created on stage as a group of working ""gypsies"" living show to show, along with a couple of newcomers. The film has one advantage over the play and that is the opening scene, showing the size of the original audition and the true scale of shrinkage down to the 16/17 on the line (depending on how you count Cassie, who is stupidly kept out of the line in the movie). Anyone who can catch a local civic light opera production of the play will have a much richer experience than seeing this poorly-conceived film.",0,Female,60,Canada
3,"After getting hooked on the mini series, ""North & South,"" I could hardly wait for the continuation, ""North & South II."" Then years later, along came Book III, ""HEAVEN & HELL - NORTH & SOUTH - BOOK III."" FINALLY, the last installment came for the on-going saga of the Maine and Hazard families. I was so enraptured by this series that I taped each part off of TV and then managed to get family and friends hooked and I watched it AGAIN, each time someone new wanted to see them. My tapes are old and I crave this trilogy on DVD. If you missed Book III, you didn't get full satisfaction and you don't know how it all turned out. Do yourself a favor and demand this set on DVD!",1,Male,50,South Korea
2,"when the gilmore girls started in Germany i did not want to watch them because for me it was just something which was not unique. it was a series and i even did not know someone in it. later on, i realized that edward hermann is part of the cast of overboard (a movie, i absolutely adore). i had to watch it once with a friend and never stopped since. it's just fun. you have the feeling that it is okay to have sex before being married and it's okay to be a coffee junkie and to eat unhealthy stuff all the time. i do not do these things all the time but when i do these things i feel a little bit like a gilmore girl. even my boyfriend started to watch them and that tells something. from season to season it got better with the scripts and the stories. they have a open mind and by being different from every other show, you want to be like them.",1,Female,48,Japan
1,"ALICE is the kind of movie they made in the 30's and 40's. Never attempts to be an ""event"". Just wants to entertain. And it does. I was surprised by Kiefer Sutherland. In a role that could be a cliche, he made it real. The plot does make allusions to ALICE IN WONDERLAND. A guy dressed in white does go through a hole and Kiefer does fall down one. Like ALICE the plot does twist and turn, but with a freshness you don't see in small movies. I loved the direction, Sutherland, just a very fast paced and interesting movie.",1,Male,49,United States of America
2,"NBC had a chance to make a powerful religious epic along the lines of ""The Ten Commandments"" and ""The Greatest Story Ever Told,"" and instead they chose to make some halfhearted cartoon that was more like ""Waterworld"" than anything else. I don't recall a Bible passage where Lot turns into a pirate and attacks the ark, nor do I remember one where Noah's son develops a serious friendship with an orange, nor do I remember Noah being some crazy old loon who suddenly acts like he's commanding a naval fleet and runs around shouting nautical terms like ""hoist the mainstay!"" This was possibly the worst marketing decision in history. Obviously the majority of people watching this were going to be Jewish and Christian parents with their kids, so why on earth make the movie so offensive to those people? If they were intentionally trying to offend, why not advertise it that way and at least reel in the right audience?? I hope they make a REAL Noah movie someday, one done seriously and thoughtfully, one that actually appeals to people and makes money. Until then, don't waste your time with this trash.",0,Female,50,Mexico
5,"One of the most nihilistic and brutal films I've ever seen, but also one of the most tragic and moving ones. This is an action-melodrama like the world has never seen it before. Sometimes the plot got me close to tears, while in the next moment delivering shocking revelations like a bone-crunching blow to the guts. Chilling performance by Edison Chen. The story of a HK-Cop and a Cambodian killer hunting each other down, while bit by bit losing their humanity, is a strong one. Featuring very little dialog in favor of haunting imagery and gritty camera-work, ""Dog bite Dog"" is pure HK-Bloodshed without the Heroism.",1,Female,20,Mexico
4,"Great period piece that shows how attitudes have changed in 40 years. Great production design, appealing stars, great lines (""Miss Bender, I don't care if you beat it out on a native drum!"", says Joan Crawford's Amanda Farrow to Hope Lange when Lange incredulously asks how she is expected to read a summarize a large amount of manuscripts in a very short time). If you've seen this movie panned and scanned on TV and not in the letterboxed version on pay-TV or AMC (American Movie Classics) you haven't really seen it. Hopefully, this guilty pleasure of a film will be made available soon on DVD in a letterboxed version and with it's original 4-track stereophonic soundtrack. Great opening title sequence that really catches the mood of 1959 New York while Johnny Mathis sings the ""Best of Everything"" theme song in an echo chamber surrounded by a chorus of violins and another chorus of background screamers. Miscarriages! Insanity! Office romance! Bitchy cold-hearted bosses! Thwarted love! It's all here to enjoy.",1,Female,29,United States of America
2,"Being an Austrian myself this has been a straight knock in my face. Fortunately I don't live nowhere near the place where this movie takes place but unfortunately it portrays everything that the rest of Austria hates about Viennese people (or people close to that region). And it is very easy to read that this is exactly the directors intention: to let your head sink into your hands and say ""Oh my god, how can THAT be possible!"". No, not with me, the (in my opinion) totally exaggerated uncensored swinger club scene is not necessary, I watch porn, sure, but in this context I was rather disgusted than put in the right context.<br /><br />This movie tells a story about how misled people who suffer from lack of education or bad company try to survive and live in a world of redundancy and boring horizons. A girl who is treated like a whore by her super-jealous boyfriend (and still keeps coming back), a female teacher who discovers her masochism by putting the life of her super-cruel ""lover"" on the line, an old couple who has an almost mathematical daily cycle (she is the ""official replacement"" of his ex wife), a couple that has just divorced and has the ex husband suffer under the acts of his former wife obviously having a relationship with her masseuse and finally a crazy hitchhiker who asks her drivers the most unusual questions and stretches their nerves by just being super-annoying.<br /><br />After having seen it you feel almost nothing. You're not even shocked, sad, depressed or feel like doing anything... Maybe that's why I gave it 7 points, it made me react in a way I never reacted before. If that's good or bad is up to you!",1,Male,22,South Korea
3,"I hoped for this show to be somewhat realistic. It stroke me as just another mainstream show after I watched it. I didn't feel the characters at all, is this Americas glamorized idea of how terrorism operates? The main character doesn't act like a fundamentalist at all, and how he passes for a terrorist is beyond my comprehension. Neither of the other terrorists managed to appear genuine. One of the members, a blonde all-American white boy, would never be accepted by Muslim terrorists in real life. Another member, a french ex-skinhead, doesn't quite fit in an Islamic terror movement. On top of this the terrorists have sexual relations to white American housewives, which I find very strange. This is just another stupid misguiding American TV show. It is about just as realistic as Prison Break.",0,Male,19,Canada
1,"It's 2005, my friends...a time of amazing special effects and an age of technology. So, why can't we see a movie that's a little more thought out than this cheesy low-budget film. I've seen a lot of low-budget movies that rock my socks off, but this one...it's almost as if it's trying to be horrible. Just...don't...watch it. I can look past lack of special effects and computer generated scenes if the acting itself was at least good. I feel like a small child produced this entire movie. There's not even an original plot line. Vampire Assassins, in itself is one big plot hole with an attempt to mock itself. Can someone tell me if, perhaps, this was designed as a comedy movie and I just didn't know it? It makes me wonder, what does the sequel have in store for us who so loved the first installment?",0,Female,53,United States of America
5,"One would think that anyone embarking upon a followup to the groundbreaking Naked Civil Servant of 30-plus years ago would at the very least try to honor the original with some kind of inspired vision, but no. Here we have a sort of biopic of one of the most stylish people of the late 20th century that itself boasts no style whatsoever. True, the filmmakers have assembled some outstanding actors - and handed them a chipped mug of drab gruel to work with. Everything in the infrastructure of this film is wrong, starting with the script, which is another one of those TV-movie condensations of great lives wherein every other line is a ""famous quote"" by the subject and every other scene is an in-your-face introduction to the next pivotal character in the subject's life. We get Swoozie Kurtz as a PR maven who promotes Crisp as a stateside entertainer; Denis O'Hare as the editor of a gay periodical who hires Crisp as film reviewer, becomes somewhat alienated from him when he appears indifferent to the passions of 80's AIDS activists, and then returns to the fold as a compassionate friend of the dying octogenarian; Jonathan Tucker (in a fine performance) as a shy, insecure painter of gay-themed canvases who is befriended by Crisp; and finally Cynthia Nixon as performance artist and Woman-About-Bohemia Penny Arcade who, intrigued by Crisp's persona, offers him a spot in her traveling cabaret act. Nixon is a persuasive and gifted performer but is given no chance by the script to embody the down-to-earth and streetwise Arcade. Crisp spent the last 20 years of his life in a one-room flat in an old tenement building in Manhattan's East Village. He famously said that he never cleaned because ""after a few years the dust doesn't get any worse,"" or something like that. But looking at the depiction of that flat in this film you'd never get the flavor of that dustiness. He frequented a local coffee shop on a busy avenue and would be seen pretty much each day of the week sipping tea and watching the world go by. In this film we get a diner that looks like something on 12th Avenue by the Hudson River. Most of the ""streets of New York"" scenes have a sterile, unreal look with no sense of the period. <br /><br />The soul of this film is the great John Hurt in the title role. After nearly 35 years he can still grasp the essence of this peculiar post-Edwardian Englishman and put it across to third millennarians. His every line, every gesture is exquisite. In the later scenes he even modulates his vocal projection to suit that of a person whose life is winding down toward death. Crisp wrote shortly before he left this realm that when one grows very, very old one's skin takes on the character of a smelly overcoat that cannot be removed and one longs for death. One senses that feeling in Hurt's performance. So, for him and him alone this film is worth a look.",0,Female,15,South Korea
5,"as an inspiring director myself, this movie was exciting to watch with criticism in mind. Shot with low end digital camera probably with 35mm adapter for DOF. The editing is good acting decent, sound effects aren't too over the top. I would have give it a 7 for an indie film, but the story aren't that interesting. It's more on the drama side, character developments than a horror flick.<br /><br />It's not for those who wants to get spooked startled frightened grossed out, or sit down with popcorn to just enjoy.<br /><br />honestly this movie would be good if we were still in the 50's<br /><br />This movie is about a family who has a dry field, and that is just that.",0,Male,53,South Korea
3,"As much as I hated the movie that this series follows I can at least says that Zangief was amusing. The animated series is quite possibly one of the worst things ever produced. The animation is quite often inconsistent, although it does stay consistently bad. The shape of a characters face is even capable of drastically changing in the same shot. The script and voice acting also leave something to be desired since most of the cast seems about as talented as the cast of a third grade drama play. Characters like Cammy and DJ are so forced into stereotypes of their nationalities that episodes containing them are almost physically painful to watch, not that the series isn't painful on a regular basis anyway. Episode plots seem to strive to reach new levels of lame with every turn and are so full of plot holes it amazes me they had time to show commercials. Truthfully, it amazes me anyone wold pay to advertise during the show. In addition to being a bad series it is an even worse adaptation of Street Fighter. Many of the characters maintain the failed adaptations from the movie. Examples include Ken and Ryu being idiot con men (even though Ken is supposed to be rich), Blanka being Guiles friend Charlie, and Chun Li being a reporter. It takes talent to take something as bad as the movie and make it worse.",0,Female,16,Canada
2,I thought the children in the show did a very good job. I especially enjoyed the performance of the Emma character. Well done! The stunts were pretty good for a low budget show. I was able to follow the movie and enjoy it without having to look at my watch every 5 minutes.I enjoyed the scenes with the tooth fairy and the burning of her. The ghostly apparitions of the children's souls being released was also good. Another good point of the movie is that it kept moving along. There wasn't a lot of slow scenes. The adult leads were also believable and therefore helped to keep the show entertaining. All in all an enjoyable night of movie watching.,1,Male,29,Mexico
5,"I am sure I'm in the minority (I know I am among my friends), but I found this movie long, boring and gratuitous. The fact that the role played by DENIS LEARY is the most likable character (the only other time I liked him at all was in ""A Bug's Life""!) speaks volumes. Rene Russo's character was irritating beyond belief and Thomas Crowne himself was flat and stereotypical. To say he was two-dimensional may be a little generous. (No, the scenes with his psychiatrist did NOT help make him real.)<br /><br />With the exception of two wonderful scenes (both involving the museum caper and NOT involving Rene Russo), this movie made me wish I were at home watching televised golf.",0,Female,16,Mexico
5,"When I decided to try watching a movie about cryogenic zombies (""cryonoids""), I wasn't expecting a whole lot. That's exactly what I got, and then even less. Aside from a shortage of special effects (squibs?) and a severe lack of any acting talent, ""The Chilling"" also sports the absolute worst script I've ever seen made into a movie. I had to stop the tape numerous times during the first 45 minutes in order to repair the damage done to my intellect for witnessing such atrocious dialogue as there is found here.<br /><br />Furthermore, the collection of characters is so formulaic and one-dimensional it's ridiculous: the corrupt doctor; his assistant, played by Linda Blair (we know she's his ""assistant"" because he repeatedly refers to her by that title); the recently-widowed businessman with a heart of gold who develops a romantic interest with Blair's character; his criminal son; the Blair character's alcoholic, abusive, unemployed boyfriend, whom we are introduced to in the most contrived use of a flashback; and, of course, the rough, tough, bearded security guard who becomes the hero.<br /><br />Apparently, the preserving fluid which some cryogenics lab uses on its bodies is highly conductive, naturally resulting in disaster when all of the lab's containers end up outdoors in a remarkable sequence of events during a lightning storm (on Halloween night, no less). As for the zombies themselves, if you enjoy watching people in green latex masks walking around in aluminum foil suits, then ""The Chilling"" is the movie for you. The zombie action is very weak at its best; the zombies' primary killing method seems to be grabbing people by the shoulders and shaking them to death. The businessman and the security guard do most of the zombie fighting, including a highly suspenseful scene of re-freezing the undead with liquid nitrogen. Let me tell you, the steel mill scene in ""T2"" has got nothing on ""The Chilling"" in portraying an enemy getting frozen in his tracks like that.<br /><br />How Linda Blair ended up stuck in the middle of this piece of dreck is indeed a mystery. True, her career didn't exactly skyrocket during the 80s (sadly), but this movie is an embarrassment for her. The script doesn't even have the decency to put her to any good use. The most that her character is given to do is shriek out things like ""Here they come"", ""Do something"", ""Hurry!"". The only thing I can figure is that poor Linda was compensated for her work on this film in rations of food. The hero is played by Grizzly Adams himself, Dan Haggerty. In this picture, he faces stiff acting competition from his beard and the security dog, and he does his best to outperform them both.<br /><br />The only frightening part of ""The Chilling"" is the introduction which brings up the factual elements of cryogenics and suggests that ""the film you are about to see could happen in your own community"". As I was counting the number of times a few of the names are repeated in the closing credits, I was floored to suddenly see Lucasfilm get credited. Fortunately, it was only for the movie's sound production. 1/10.",0,Female,34,Japan
1,"Ego. Seems it's the only reason this movie was made. This movie is so wrong in so many ways that it's below one's dignity to write much about it. Every character was only good at self praise and lead actors (i use this term liberally as has the director) emote in the likeness of stone. the little story, if that, fails on the basic aspects such as logic, feeling and drama. Direction leaves much to be desired. blatant flaws are all over the place (character motives aren't defined, prospective husbands are found overnight, broken car windows mend themselves among other things)<br /><br />Let's face it, Himesh can't act. neither, it seems, can Hansika Motwani. In her defense, she's still a chubby child who looks older than she is thanks to tonnes of make-up. Raj Babbar Overacts and makes his little presence as fake as possible. Darshan Jariwala laughs a bit too much. The actor who plays Himesh's friend is the only natural. <br /><br />a few questions do come to mind: how can such a film cost Rs.500,000,000?? where did the money go??? granted that one chase sequence was moderately well shot and Mallika Sherawat was paid an obscene Rs.15,000,000 for her 15 minute appearance and 2 songs. but the sheer stupidity of the film boggles the mind. (including 3 Mumbai auto rickshaws that show up and jump on a police car)<br /><br />the good: Himesh shows courage by allowing the film to make fun of his nasal voice and trademark ""topi."" Let's give the Devil his due: Himesh, as usual gives good music.<br /><br />The bad: Direction, Story, Himesh's singing is still hard to ignore<br /><br />The Ugly: Dialogs and everything else!!!<br /><br />Final Word: Painful in every sense of the word! watch this movie only if you loved Subhash Ghai's ""Yaadein""",0,Female,51,Canada
2,"I'm a huge fan of the Dukes of Hazzard TV show. And I really enjoyed this flick. I enjoyed myself here a lot more than I did with other summer blockbusters.<br /><br />It's funny hearing people rail against this movie with excuses like ""lame plot"" and ""it's much cruder than the show."" Does ANYONE remember the crudeness of the humor in the pilot episode? Daisy makes incest jokes and Bo says that Luke had probably fathered half the kids in the orphanage. The only reason it was cleaned up is because it changed to and earlier time slot.<br /><br />And as far as the plot goes. It was the perfect Dukes plot. In fact as a remake it probably stays truer to the source material than any TV show that has migrated to the big screen.<br /><br />While Sean William Scott and Johnny Knoxville aren't EXACTLY like their small screen versions, they do a great job and work very well together. I wasn't too keen on Burt's Boss Hogg though. And I would have like a little bit more incompetence from Sheriff Roscoe. In the movie Roscoe is a little... scary.<br /><br />And who didn't have a smile on their face as the General Lee is racing through the streets of Atlanta and the back roads of Hazzard?<br /><br />Folks, allow yourself to enjoy a movie that is just an excuse for nostalgia, bikinis and car chases, you won't be sorry. It's just a great dumb movie!",1,Male,17,Mexico
2,"I saw this film at the Toronto International Film Festival. Filmed during an actual qualifying match for the 2006 World Cup, Offside works brilliantly as both a comedy and a tragedy. The film follows the fortunes of a group of young women who are caught trying to sneak into a football match at Tehran's Azadi Stadium. The country's Islamic religious leaders have decreed that women may not sit with men at sporting events, lest they be exposed to cursing and other morally questionable behaviour. This hasn't stopped the country's young female fans, who continue to sneak in using various tricks. But Panahi focuses on a small group who have been caught and are being detained agonizingly close to the action. They beg the bored soldiers guarding them to let them go or at least to let them watch the match. The soldiers tell them they shouldn't have tried to get in, that they could have watched the game at home on TV. They banter back and forth in almost real-time as the game continues, just off- camera.<br /><br />There is one very funny sequence where a young soldier accompanies one of the girls to the restroom. Since there are no female restrooms at stadiums, he has to clear the room of any men before he can allow her to go in. Plus, he makes her cover her face so no one can see she's a woman. This is accomplished using a poster of Iranian soccer star Ali Daei as a mask, with eye holes punched out.<br /><br />You get a real sense that even the soldiers are baffled by the prohibition, and are only carrying out their orders so as to hasten the end of their compulsory military service. One soldier complains that he was supposed to be on leave so he could take care of his family's cattle in the countryside. Little by little, the girls and the soldiers talk to each other, and there are numerous small acts of kindness on both sides to show that these are basically good people living in terrible circumstances. However, the soldiers' constant reminder that ""the chief"" is on his way lends a sense of menace, since we don't know what sort of punishment the women will face.<br /><br />Unlike most Iranian films, which are known for their strong visuals, Offside is filmed in a realist style with no artifice. In fact, the film was made during the actual qualifying match against Bahrain that took place on June 5, 2005. The ""plot"" in many ways was determined by the result on the pitch. If Iran won the match, they would qualify. If they lost, they would not. Since the World Cup has come and gone, I don't think it is a spoiler to say that Iran won the match. The scenes of celebration at the end of the film were real and spontaneous, which gave the film a real authenticity. Seeing how much this meant to the people of Iran was deeply touching.<br /><br />As well, one of the young women makes reference at the end of the film to seven fans who died during the Iran-Japan match on March 25, just a few weeks before. They were trampled to death after police began to spray the crowd with water to move them in a certain direction. Knowing that this was a real-life tragedy added another level of poignancy to the celebrations.<br /><br />I don't want to go off on a long political tangent, but this film gave me real hope that there are those in Iran who are hoping for change and working at it. Iran is a nation of young people, and it is only a matter of time before they take the place of their elders in the political sphere. Films like this one show the proud spirit of the Iranian people in spite of their present difficulties, and it's my sincere hope that there is a brighter future for them.",1,Female,42,Mexico
2,"Not knowing what this film was about, I checked it out at the video store and after seeing it, I enjoyed it. Little seen multi-genre flick from director Bernard Rose (Candyman, Immortal Beloved). Great story and characters. As a fan of Glenne Healdy's, I was surprised of her british accent. The only exception for this film was the ending. However, it is worth the rent.",1,Female,62,Europe
2,"Stephen King is generally known for the morbid, and that's fine, but this story is too morbid. Some movies, by the end you feel sad for the characters or the situations they were put through...here you just feel depressed. The movie has a nice feel to it (at first), with the family moving to the country, and creepy old Fred Gwyne greeting and warning them of the pet cemetery, but this plot leads nowhere. It starts with so much potential, but by the end, it loses the potential to be a good horror movie, and becomes corny, extremely stupid, and ultimately depressing.<br /><br />Louis (Dale Midkoff), his wife Rachel (Denise Crosby), their kids Ellie and Gage, and their cat move to a new home in Maine. They are warned by the loony farmer neighbor Jud (Fred Gwyne) about the local pet cemetery and how it is cursed. Louis thinks nothing of this and everything's fine until the family cat is killed. He bury's it in the cursed cemetery and it comes back to life, constantly hissing at the family and wanting to be left alone. One day, infant Gage runs out in the road and is run over and killed by a truck, and Louis knows he must bury him in the cemetery. When Gage comes back to life, he is changed and wants to murder.<br /><br />With many of Stephen King's works that don't translate well into films, I blame the directors and screenwriters. In this case, Mr. King was the screenwriter, but I'm going to blame him for his awful story. By the end it's so pointless, and though unfunny, the premise is laughable. A little boy comes back from the dead and manages to kill people with what looks like a tiny scalpel, and not only that, but he manages to lift their bodies and in one case, carry a body from the ground to the attic!(?) I know this isn't set in reality but seriously, how stupid can this get? The scene where Louis injects his deceased, now living again cat to kill it is strangely sad, because the cat did not deserve this. All it did was go around minding it's own business and he killed it. The scene where he injects his own infant son is almost unbearable. Not unbearably sad, but the whole situation is just awful to think of. After being injected Gage staggers drunkenly around before falling down dead....why did they need to make a movie ending with the death of an infant? But...even worse, the actual ending of them film involving Louis burying someone else (Not going to give away who) in the cemetery after Gage kills them....what did he expect? Why did Mr. King write this horrible story and why was it made into a movie? It's depressing and pointless!<br /><br />My rating: * out of ****. 90 mins. R for violence.",0,Female,52,United States of America
5,"A ridiculous, badly acted Mini Cooper infomercial. Includes cameos from Pepsi, Dell, etc. <br /><br />Absolutely nothing worth rescuing here. Particularly bad are Donald Sutherland, the music score, scene transitions, etc. An embarrassing production.<br /><br />Hey, THEY should pay YOU for watching this one.",0,Female,41,South Korea
3,"WARNING: PLOT SPOILER<br /><br />The always-abnormal movies of David Cronenberg certainly are an acquired taste. Fans of his earlier films will probably like `eXistenZ', but it definitely isn't one for the squeamish. All of the usual elements are here. A game pod made out of skin (hooked into your back), buckets of blood, a gun made out of bones, and a manic mechanic to name but a few. The result is good in parts, bad in parts, and just plain weird in others. But one thing the film has is undeniable originality. <br /><br />Despite the excessive use of weirdness it does prove a point- virtual reality games can have a dangerous effect on some people. In the movie, a character shoots someone dead claiming that he was `annoying' (assuming that she was still in the game). But it leaves the question as to whether that really happened or if it was an occurrence in this stunningly life-like game. `eXistenZ' leads to a conclusion that can be responded to in several ways. <br /><br />Despite some extra gadgets and gook, it was simply your classic `it was all a dream or was it' twist. It is a smart surprise and answers a few questions, but giving that the entire film was leading up to this moment is a bit disappointing. At only 97 minutes it could have went on a bit longer too. In a peculiar way the film raises moral issues but answers them in a violent and rather inappropriate way. <br /><br />Jennifer Jason Leigh appears here in her first big role in quite a while. But her character doesn't have enough qualities to make her jump off the screen or even give her a likeable character. Jude Law on the other hand (equipped with a curious American accent) is good as your average Joe sucked into this abnormal world. We see the film through his perspective.<br /><br />`eXistenZ' is far from flawless but it certainly is a movie experience to remember. There's tonnes of weird characteristics to match the similar styles of David Lynch (what next? - being consumed by a question mark?!?!?!). It definitely isn't for all tastes but it is rewarding enough to recommend. My IMDb rating: 6.2/10.",1,Male,64,Japan
5,"I recently saw Blind Spot in Coyoacan, where it drew a huge crowd and some pretty intense discussion. I really admired the story and visual approach. The action is frightening and the mood of loneliness that the film projects is amazing. There is much beauty in the melancholy that surrounds these three misfit heroes. Not just in the desert but in the city too. My best scene was after the boy discovers his friends in the apartment and then rides his skateboard through all the remarkable lights of the city. You really feel for this guy. I never heard of the actors before but I liked all three very much. I think they did a terrific job on their journey to self-discovery. All in all, this is an amazingly cool and suspenseful suspenseful film. I still carry many of the images in my mind.",1,Female,44,South Korea
4,"Featuring a fascinating performance by Will Smith and a story that tugs at your heartstrings harder than a rock guitarist mid-solo, ""Seven Pounds"" races past the director's previous collaboration with the actor (The Pursuit of Happiness), a flick which I also loved. Remember Gabriele Muccino's name because some of his movies may skip by unnoticed if the actor attached to the project isn't quite so high-profile. <br /><br />Too bad I figured out Will Smith's scheme early on, I put two and two together when he calls in his own suicide in the first scene and the scene when Rosario Dawson's character is introduced as having an incurable heart-disease.<br /><br />However, I still think the writer/director made the right choice putting the bookends (bookends are the first and the last scene) in that way, it's the source of urgency and tension in the movie, finding out gradually how exactly a man can be driven to that ultimate sacrifice, and it was heartbreaking to see the relationship between Smith's and Dawson's character flourish and develop, knowing in the back of the mind always what was in store for these unlucky two.<br /><br />One of my friends with whom I saw the movie thought Smith's character could have a divine gift, and I understand why: his performance is almost angelic when in the presence of his seven elected ones, yet at other times he could be harsh and scary, and when he's alone the full weight of his situation got too much for him and he breaks down completely. It's quite a versatile performance.<br /><br />Lastly I can't forget to mention the crash scene re-enactment, which was really quite stunningly done in terms of cinematography paired with music. Put this on your list.",1,Female,33,United States of America
3,"This movie really is that bad, and I'm normally a sucker for bad movies, but this was too much. Seeing this is like OD'ing on pure SUCK. Now, you may think you've seen the bottom of the barrel. You may have waded through every title from Full Moon and Troma, all the movies of Edward D. Wood Jr, Uwe Boll, Albert Pyun and direct to DVD-flicks from faded men-of-action. You may even have seen Death Tunnel, Ghost Lake and a vast array of the movies that MST3K covered, but in their original form. But you do not know truly awful film-making until you have seen Darkhunters. And if you haven't, you shouldn't. Don't bother. Not only is this movie amazingly poorly written, directed, shot, edited, acted and splattered in crude, cheap aftereffects. First of all, it's a pretentious mess. But not good, Greenaway or Lynch-style pretentious or hilariously messy in an Ittenbach or early Waters sort of fashion. It's the kind of pretentiousness that comes when someone incredibly stupid thinks they've come up with something incredibly smart. Sort of like M. Night Shaymalan (sp?), only that man seems like a freakin' messiah when compared to this trainwreck (and this coming from a rampant Shaymalan hater). It's also boring. Not heavy going-type boring, which is okay, if the movie awards your patience. Darkhunters does no such thing. It's boring in a ""Oh my fu(king God, if I see another shot of a cat set to an obnoxious audio cue I am going to fu(king kill myself!""-kind of way.<br /><br />Btw. anyone who claims to like this film is a boldfaced liar and anyone who claims this film is complex or deep knows what their mother is like in bed.",0,Female,43,Japan
4,"This is the single worst movie I have ever seen. Let me say that again: THIS IS THE SINGLE WORST MOVIE I HAVE EVER SEEN.<br /><br />It had all of the ear-marks of a bad movie: continuity errors, bad writing, bad acting, bad production value, bad music. I thought that there were a couple points to horror movies. The first is that it is supposed to be suspenseful enough to scare you. This movie gets and F in this category. The second point is that when a character dies, or something bad happens to them, we are supposed to care. This movie gets an F in this regard as well. <br /><br />The first story, a woman gets mauled by wolves after being afraid that this would happen to her. The next story, an OCD guy dies from not being careful and talks to a dead friend of his. Oh, and then there is the horrific, nail-biting story of a bad roommate. Come on, could you pick topics a little more interesting and a little less common than being alone in a house, being anal-retentive, and having a roommate? Turns out all of these stories where hallucinations, virtual reality induced by a Doctor who in turn uses it himself. Wow, stupid.<br /><br />Let me explain something, I enjoy watching bad horror movies and laughing at how bad they are. I couldn't do that with this one. It was utter pain to sit and watch. Do not under any circumstance watch this movie. You WILL regret it.",0,Female,53,Japan
2,"Grand Champion is a bit old fashion at first glance. Andrew Morton at the Fort Worth Star Telegram said it best ""If Walt Disney had hailed from Texas, he would have made Grand Champion"" <br /><br />The movie does not have the video and special effects but it has heart and soul. The kids are great and the array of stars is incredible. I bet Bruce Willis and Julia Roberts are proud to be in a movie that their kids can actually see:) (G rated) <br /><br />This is a masterfully crafted ""simple"" little film made in Texas by Texas Barry Tubb. Take your kids, take your kids friends, take Grandma too....they will all enjoy it and you will too.",1,Male,18,Mexico
2,"It was a sweet, intro for the most intelegent Sailor Soldier, Sailor Mercury. It consisted with a new ""in croud"", Merciurios. He, at the beganing wrote a love letter to Ami, which would be starltling (of course) and, now, Ami thiks he is a chibi-Einstien, and he is attractive (He ended up looking like Umino (Melvin)). This was a halarios (expesialy Minako's ""It's no skin off my neck"" scene (HOT!)) Well, I really like the Bishojo Senshi Sailor Moon Series, I personally think its the best anime ever!, But, this movie was nice, funny, but not as adventurios as Sailor Moon R- It was more like the ""S"" movie. I saw this @ Sailor Moon Univewrse, with real Player, and it was pretty good. (Over all)",1,Female,57,South Korea
3,"""Dô desu ka den"" is the first colored movie of Master Akira Kurosawa, and surprisingly is not about samurais, ronins, warlords or battlefields. It is inside a very poor community in a slum in Tokyo, where the dwellers are homeless drunkards, beggars, tramps, abused women, losers. I do not know the reason why Kurosawa selected this tragic theme and environment to put colors, but indeed they are very sad stories, some of them heart-breaking. I personally like the touching story of the boy and his father that dream with a house of their own and built by them; the story of the retarded boy that believes he pilots a train; the story of the man that raises five children as if they were their own sons and daughters; and the story of the young woman abused by her stepfather. My vote is nine.<br /><br />Title (Brazil): ""Dodeskaden  O Caminho da Vida"" (""Dodeskaden  The Way of the Life"")",1,Female,23,Mexico
